,playlist,name,_likelihood,_popularity,distance
2893,Eddi Reader - Love Is The Way,"['Bluebird Wine - 2003 Remaster' ""Now's The Time"" ""Where Corn Don't Grow""
 'This Magic Moment'
 '""Little Miss Fortune - B-Side of """"Can\'t Get Enough""""""']",[536.57703906 513.63281191 498.27668105 494.9601453  454.41275331],[67.76766734 68.53294964 68.3698437  70.72439827 65.94459223],[0.12629625 0.1334279  0.13721261 0.14288908 0.14512047]
2894,Men Who Died Over A Century Ago,"['I Should Care' 'Sonia' 'On the Que-Tee' ""Moanin'""
 'Violin Concerto No. 2 in G Minor, Op. 63: III. Allegro, ben marcato']",[131.69177492 127.7269859  121.26274147 120.86811491  54.70790805],[57.5342374  55.91768447 53.77718693 53.43969606 24.29003429],[0.43688558 0.43779068 0.44347659 0.44213229 0.44399494]
2895,Linda Pira,"['Waiting For Love' 'Teacher - Single Mix; 2001 Remaster'
 'Gone, Gone, Gone - 2009 Remaster' 'Adaptation'
 'Strangelove - 2006 Remaster']",[140.02188524 126.9360276  124.66691947 119.49791845 115.16656843],[66.07574117 59.87901189 58.93803959 56.83128502 54.81813677],[0.47189581 0.4717259  0.47276406 0.47558389 0.47599002]
2896,JPOP,"['Mountain Song' 'Motherless Child - Remastered Version' 'La Cumparsita'
 'Monster' 'Sight of You']",[403.47325801 370.67600585 341.81483855 296.23266684 238.42940409],[59.52619122 60.75054065 65.17930765 66.79331732 52.89842865],[0.14753442 0.16389121 0.19068601 0.22547587 0.22186202]
2897,Feels Like We Only Go Backwards - Live,['Mind Mischief' 'Belexes' 'ME 262' 'Out Of Exile' 'Lone Star'],[         inf 273.78797053 262.42940792 252.87962925 251.50218858],[49.29926264 48.19986035 48.88261622 51.94985412 44.93003971],[0.         0.17604813 0.18626958 0.20543313 0.17864671]
2898,Jack Parow — Nag van die Langpette,"['Smoke Break' 'Double-Wide Dream' 'Calling All Angels' 'Is Anybody Home?'
 'Freakish']",[         inf 655.38104036 554.4974307  538.76636047 396.45612834],[69.72275717 67.53051725 53.3077322  67.68617696 51.58822458],[0.         0.10304008 0.09613702 0.12563178 0.13012341]
2899,Shortlist,"['Spirit In The Sky' ""You're My Best Friend""
 'Night Flight - 1993 Remaster' ""My Time Ain't Long"" 'We Used to Wait']",[199.91169523 199.26556607 193.18550322 186.13455379 173.52342853],[65.63263754 65.43612454 62.20555374 61.13715042 56.83624342],[0.32830814 0.32838651 0.32199908 0.32845675 0.32754219]
2900,Popular chart - Twitter #Music,"['In Thee' 'Train Man' 'Letter from America - Band Version' 'Tobacco Road'
 'Fire And The Thud']",[183.78996265 182.56044236 182.24408449 180.20601651 170.69078062],[66.26481464 65.94833161 65.43608245 65.30326833 62.2005895 ],[0.36054643 0.36124108 0.35905737 0.36238118 0.36440509]
2901,Cómo conocí a vuestra madre,"[""Don't Let Me Down - 2015 Remaster"" ""Don't Let Me Down - 2015 Remaster""
 'Wuthering Heights' ""Miss Judy's Farm"" 'Sunset']",[292.45133209 292.45133209 282.48862062 278.07467259 250.33769662],[67.68945832 67.68945832 66.22048786 64.40495454 61.89425205],[0.23145546 0.23145546 0.23441825 0.23161029 0.24724304]
2902,2010 INDIE,"[""I Think I'm In Love"" 'Letter from America - Band Version' 'Space Monkey'
 'Chinese Translation' 'Change My Ways']",[210.77251009 205.18088706 197.24572382 179.01107778 176.97800041],[67.52902667 65.43608245 62.87847435 56.56678893 56.57383198],[0.32038821 0.318919   0.31878245 0.31599602 0.3196659 ]
2903,Hustle,"['Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off'
 'Let the Games Begin' 'Hold Back The River' 'Refugee - Alt. Take'
 'Forever & Always']",[171.19234219 163.93245113 147.38156948 146.66471867 137.19007836],[68.1660321  66.63719488 59.85830629 59.50598716 55.74637229],[0.39818389 0.40649179 0.40614513 0.40572803 0.40634405]
2904,Electronica Nice,"['Greatest-Hits' 'I Came As a Rat' 'Shooting Stars'
 ""I've Always Been Crazy"" 'We Live In Peace']",[138.88179348 129.18420604 129.11737163 123.02279505 121.19368707],[67.44306341 61.91049856 61.91637525 59.69027694 58.4348789 ],[0.48561487 0.47924201 0.47953559 0.48519688 0.48216108]
2905,Máxima FM 2013,"['Might As Well Get Stoned' ""Can't Get Enough - Take 1""
 'Version City - Remastered' 'Ride Captain Ride'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[157.05006376 155.47346064 153.48964577 151.38901625 148.40595925],[59.86511263 59.1264465  58.09231112 57.69694201 56.63124323],[0.3811849  0.38029929 0.37847707 0.38111709 0.38159683]
2906,bluegrass,"[""I'm Lucky"" 'San Franciscan Nights' 'Wuthering Heights'
 ""Miss Judy's Farm"" 'Sunset']",[196.27035782 195.50493305 190.41948106 184.15659488 176.22612345],[68.90261852 67.73726972 66.22048786 64.40495454 61.89425205],[0.35105973 0.34647346 0.3477611  0.34972929 0.35122064]
2907,1D,"['I Love L.A.' ""Jumpin' Jack Flash""
 'Drivin’ Around Song (feat. Jason Aldean)' 'American Dream' 'Why Wait']",[246.01224158 238.29711294 221.10540029 212.368266   187.61970084],[65.94347545 64.75105392 59.74784165 56.76448483 50.932277  ],[0.26804957 0.27172404 0.27022335 0.26729269 0.27146551]
2908,Demi Lovato ,"['Tobacco Road' 'Train Man' 'So Fine' 'Fire And The Thud'
 'Ends of the Earth']",[177.46358149 173.24178871 168.62939748 163.39556112 163.16894871],[65.30326833 65.94833161 63.24782302 62.2005895  61.45570745],[0.36798124 0.38067219 0.37506997 0.3806749  0.3766385 ]
2909,True Detective typ... ,"['The Worst Is Yet To Come - Remastered' 'Sixteen Tons' 'On the Line'
 'Ballad of a Teenage Queen (2017 Remaster)' 'One in a Million']",[137.16673099 137.13278246 136.63489043 135.44117304 133.12374393],[70.25870259 70.15066109 70.22276635 69.53119322 68.34767877],[0.51221387 0.51155282 0.51394462 0.51336821 0.51341464]
2910,Big Orchestral,"['Mercy Mercy Me (The Ecology)' 'Gravity Of Love' 'Kissing Families'
 'Remember a Day' 'Cold - 2005 Remaster']",[123.41465333  97.91049571  94.35404333  94.27187455  93.7735151 ],[60.98399964 48.49703258 47.12871709 46.72886921 46.98332243],[0.49413905 0.49532006 0.49948805 0.49568198 0.50102977]
2911,James Newton Howard - The Hunger Games: Catching Fire,"['Pacer' ""Miss Judy's Farm"" 'Harness Your Hopes - (B-side)'
 'Loneliness Loneliness' 'Sunset']",[176.93126248 170.71668833 170.31188892 169.58355364 158.26517146],[69.78183245 64.40495454 67.12038708 65.97869849 61.89425205],[0.39440081 0.37726221 0.39410277 0.38906307 0.39107942]
2912,Pereza 10 años,"['Misty Water - Stereo Mix' 'Hurt So Good'
 'Santa Claus Go Straight To The Ghetto' 'Amor Del Bueno'
 'Estás Que Te Pelas']",[870.95621363 840.85987533 769.66423257 768.41209413 733.99757783],[69.28175005 68.31117202 69.66554518 69.26271516 66.67847488],[0.07954677 0.08123966 0.0905142  0.09013746 0.09084291]
2913,Pray to God,"['Paranoia in B Major' 'The Acid Queen' 'Call Me' '用心良苦'
 'Fire And The Thud']",[168.51911738 162.9899005  159.45653544 155.99254732 153.09186601],[67.74978296 66.96085133 65.32945762 63.52087852 62.2005895 ],[0.40203025 0.41082822 0.40970072 0.40720457 0.40629585]
2914,Gabrielle - Now And Always: 20 Years Of Dreaming,"['Tobacco Road' 'Oh Yeah!' 'Frank Sinatra' 'Frank Sinatra'
 'Fire And The Thud']",[184.06569916 178.08929307 177.10192942 177.10192942 173.97381027],[65.30326833 63.86274595 63.41380338 63.41380338 62.2005895 ],[0.35478239 0.35859958 0.35806388 0.35806388 0.35752847]
2915,WilaBaliW – 10 10 10,['Jungle Fever' 'Fangs' 'Hagnes' 'Getting It Back' 'Johnny Too Bad'],[127.79305023 121.59323812 114.23524117 114.14512193 113.23778449],[66.7486357  67.16509798 63.0066321  63.49982072 62.73712762],[0.5223182  0.55237527 0.55155162 0.55630779 0.55402998]
2916,Black Label Society – Catacombs of the Black Vatican,"['Stay' 'No One Knows' ""Since You've Been Gone"" 'Back To Black'
 'I Could Not Ask for More']",[183.47570462 152.21668655 149.70465607 147.53310957 141.05819431],[67.42523465 56.25194547 54.50968706 54.33140853 52.08524841],[0.36748863 0.36955177 0.36411484 0.36826587 0.36924653]
2917,Dave Matthews – Live At Luther College,"[""Jumpin' Jack Flash"" 'Party' 'Broken' 'You And I' 'You And I']",[203.02001566 187.51028466 180.06634502 178.04100107 177.81724993],[64.75105392 59.50165363 57.3878265  56.37641616 56.37641616],[0.31893926 0.31732475 0.31870379 0.3166485  0.31704695]
2918,Ilegales – Regreso Al Sexo Químicamente Puro,"['Hai Jo Khiza Naseeb Mein' 'Promesa - Remasterizado'
 'Aai Rajni Kali Kali' 'Ye Zani Yere Yere' 'Shesh Praharer Bhiru Nayan']",[821.78877342 747.64164752 600.91999948 575.34572983 566.13780815],[61.19892069 65.49420306 64.65140264 64.14305248 63.67424288],[0.07447038 0.08760106 0.10758737 0.1114861  0.11247128]
2919,The Bears – The Bears,"['Harness Your Hopes - (B-side)' 'Frank Sinatra' 'Frank Sinatra'
 'Frank Sinatra' 'Might As Well Get Stoned']",[492.31900523 409.9500247  404.80291118 404.80291118 403.64096298],[67.12038708 63.45590865 63.41380338 63.41380338 59.86511263],[0.13633515 0.15478938 0.15665353 0.15665353 0.14831278]
2920,Various Artists – Beautiful Love:The Indie Love Songs Collection,"['No Trash in My Trailer' 'Tobacco Road' ""Daddy's Song"" 'Falling'
 'So Fine']",[223.63107953 216.5757998  215.86494782 213.94325334 207.22147416],[67.39900487 65.30326833 66.382189   65.04536632 63.24782302],[0.30138479 0.30152616 0.30751722 0.30403093 0.30521848]
2921,MAR 2k12,"['Refugee - Alt. Take' ""I've Always Been Crazy"" ""I've Always Been Crazy""
 'Lay It All on Me (feat. Ed Sheeran)' 'Who Do You Love']",[143.04181646 142.22155736 141.58679382 129.41798728 126.1322934 ],[59.50598716 59.69027694 59.75407181 54.77934074 53.05496681],[0.41600414 0.41969922 0.42203139 0.42327455 0.42062953]
2922,whodat driving dat bigol truck...,"['If You Think It (You May As Well Do It)' 'The Model'
 ""I Know There's An Answer - Stereo"" 'Plastic Factory'
 ""You Ain't Going Nowhere""]",[434.08715998 408.95167272 381.29193256 380.45994996 366.21490224],[68.76272195 67.95979361 67.88436677 67.58965893 65.71141278],[0.15840764 0.1661805  0.17803777 0.17765249 0.17943402]
2923,What will people say?,"['Wrong to Love You' 'My Drawers'
 'Go Your Own Way - Sessions, Roughs & Outtakes; 2004 Remaster'
 'Version City - Remastered' 'So in Love']",[178.36658744 175.66275226 171.43322463 169.92014611 157.31942914],[64.21026433 63.34813128 62.00793385 58.09231112 56.81699892],[0.35999043 0.36062358 0.36170313 0.34188007 0.36115691]
2924,Escápate Conmigo,"['Prisoner of the Light' ""Don't Take Me Alive"" 'Pretty Mami' 'Stingy'
 'Heart Of A Woman']",[173.14456297 171.15123079 171.12458809 164.23584117 160.83537944],[67.5931531  67.80488616 66.41602356 65.00887149 63.85157985],[0.39038565 0.39616943 0.38811502 0.39582634 0.39699959]
2925,Tigerlily Best Of 2011,"[""Don't Need No Reason"" 'Spirit In The Sky' 'I Love L.A.'
 'Pushing Up Daisies (Love Alive)' 'Change My Ways']",[237.35094697 235.51476183 233.38974774 225.70385528 201.94834666],[67.69916023 65.63263754 65.94347545 64.50111742 56.57383198],[0.2852281  0.27867738 0.28254658 0.28577765 0.28014011]
2926,Moodagent - Moon As My Witness by Angels & Airwaves 3 12 2011,"['Honey I Sure Miss You' 'May This Be Love' 'Freedom Song'
 'Lonely Planet Boy' 'Got To Choose']",[246.62487135 232.41887254 218.87980033 217.68180814 203.85600356],[67.33001998 67.42047906 65.48681285 59.63996369 62.2751969 ],[0.2730058  0.29008177 0.29919076 0.27397771 0.30548621]
2927,Godsmack – The Oracle,"['Even The Losers' 'Even The Losers' 'Even The Losers'
 'Shake Your Foundations' 'Rich Kid']",[278.72026187 278.72026187 278.72026187 249.01309544 235.86317731],[60.53153163 60.53153163 60.53153163 55.16507775 48.65997912],[0.21717665 0.21717665 0.21717665 0.22153485 0.20630596]
2928,Grant-Lee Phillips - Strangelet,"[""I Think I'm In Love"" ""Don't Need No Reason"" 'I Love L.A.'
 'Spirit In The Sky' 'Pushing Up Daisies (Love Alive)']",[179.65728016 179.52741058 177.97727187 173.35793379 171.4645625 ],[67.52902667 67.69916023 65.94347545 65.63263754 64.50111742],[0.37587693 0.37709651 0.37051627 0.3785961  0.37617754]
2929,rockr mexico,"['Version City - Remastered' ""I've Always Been Crazy""
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001'
 'Ride Captain Ride' 'Crash into Me']",[239.515111   233.50011629 227.57215426 225.35013867 223.9915973 ],[58.09231112 59.69027694 56.63124323 57.69694201 55.32548495],[0.24254132 0.25563275 0.24884962 0.25603242 0.24699804]
2930,Lovers and Liars – Before and After the Awakening,"['Goodbye Pork Pie Hat' 'Blue Dream' ""I'll Go On Loving You"" 'The Fog'
 ""The Mummers' Dance""]",[192.56747491 191.75711416 189.86592815 187.67194637 152.72293059],[64.55804444 63.64272377 64.96643024 62.92189853 50.90277513],[0.33524895 0.33189237 0.34217003 0.33527599 0.33330146]
2931,Sting – The Soul Cages,"['Melting' 'Joy Of My Life' 'From a Silver Phial' 'Sunset'
 'In Christ Alone']",[152.92092774 140.16653681 138.14218216 136.77208758 132.555005  ],[69.57074934 62.32944142 62.5377891  61.89425205 59.39442701],[0.4549459  0.44468133 0.45270596 0.4525357  0.44807382]
2932,Ora,['Once I Had a Sweetheart' 'Up With People' 'No Regrets' 'Hush' 'Hagnes'],[397.59907435 328.34938983 322.67682268 301.79819729 296.7726053 ],[62.03426066 47.11808927 65.01896499 60.90039185 63.0066321 ],[0.15602215 0.14349985 0.20149871 0.20179177 0.21230609]
2933,Everything Means Nothing To Me,"['Everything Means Nothing To Me' 'History Has Its Eyes on You' 'Arcade'
 'On How To Be Lovely' 'Nada de tu amor']",[         inf 678.82356654 622.01328971 601.47859399 576.12573658],[69.8532271  67.76066439 69.22325959 67.48483279 64.91373161],[0.         0.09982073 0.11128904 0.11219823 0.11267286]
2934,Winter Solstice 12-21-13,"['Cousin Mary - Mono' 'Hagnes' 'Up With People' 'Carry Me Ohio'
 'Private Dancer - 2015 Remaster']",[322.53489497 311.70018896 263.99940482 255.31495767 215.01083502],[54.85925102 63.0066321  47.11808927 51.65557304 40.58110846],[0.1700878  0.20213858 0.17847801 0.20232098 0.18873983]
2935,New in 2011,"['Le Monde' '""Breakfast Machine - From """"Pee Wee\'s Big Adventure""""""'
 'Drowning In the Sea of Love' 'Another Song' 'Snow In San Anselmo']",[173.9058822  169.94315237 166.0746992  159.56109262 152.19280359],[68.70596791 67.79431444 68.16834161 66.31354808 62.73533414],[0.39507558 0.39892348 0.41046795 0.41559974 0.4122096 ]
2936,Ivor,"['Bron-Y-Aur Stomp - Remaster' 'Bron-Y-Aur Stomp - Remaster' 'Rowboat'
 'Buena Lección' 'Peace Frog / Blue Sunday']",[223.94975491 223.94975491 223.59633705 220.61203403 214.6500562 ],[65.25705848 65.25705848 66.53906346 66.68944134 63.99082379],[0.29139152 0.29139152 0.29758566 0.30229285 0.29811697]
2937,Glenn Morrison – A Journey Through Trip Hop,['Wuthering Heights' 'Mr. Clean' 'Tobacco Road' 'Hickory Wind' 'Sunset'],[178.59446055 178.53623493 175.82982265 175.70941514 168.87028844],[66.22048786 66.76275612 65.30326833 66.23441553 61.89425205],[0.37078691 0.37394513 0.37140041 0.37695428 0.36651949]
2938,Earthlings? – Earthlings?,"['Heartbreak Station' 'Sunset' 'Joy Of My Life'
 'Out The Blue - Remastered 2010' 'One Tree Hill - Remastered 2007']",[397.44578688 396.69211337 390.82696448 384.11905398 372.33800877],[63.50339245 61.89425205 62.32944142 62.61370397 59.98524833],[0.15977875 0.15602592 0.15948091 0.16300598 0.16110428]
2939,Going In,"['Pieces Of Me'
 'White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)'
 'Let the Games Begin' 'Refugee - Alt. Take' 'Who Do You Love']",[167.86695366 163.00113479 162.63290792 145.64516492 130.00695105],[68.86634103 66.99686201 66.63719488 59.50598716 53.05496681],[0.41024359 0.41102083 0.40973992 0.40856823 0.40809331]
2940,Most Played in 2011,['Tobacco Road' 'Hold On' 'Fire And The Thud' 'South' 'Valentine'],[172.26158969 168.69932961 166.91645977 163.25373445 156.7764262 ],[65.30326833 65.2277253  62.2005895  62.68492909 60.67676188],[0.37909361 0.38665077 0.37264503 0.38397241 0.38702733]
2941,The Rolling Stones — Sticky Fingers,"['Whiskey Sunrise' 'Harness Your Hopes - (B-side)'
 'Feels So Good - Single Version' 'The Fear' ""Rachel's Song""]",[332.33418952 331.27918967 330.66586614 319.69598088 318.84693564],[67.52135824 67.12038708 68.23497796 66.60089775 66.20244611],[0.20317307 0.20260973 0.20635628 0.20832573 0.20763081]
2942,"Julia Stone @ L'Epicie Moderne, Feysin, Oct 16 2012","['Bloodbuzz Ohio' 'Bloodbuzz Ohio' 'Mi Muñequita Sintética'
 ""Straight Shootin' Woman"" 'Fool for the City - 2016 Remaster']",[         inf          inf 405.51698898 400.28535147 240.8990187 ],[57.86429326 57.86429326 68.95948333 61.33222634 41.03319912],[0.         0.         0.17005325 0.15322126 0.17033361]
2943,Erica,"['Paranoia in B Major' 'Tobacco Road' 'Skyline Pigeon - Piano Version'
 'Heaven in Your Eyes' 'Ends of the Earth']",[294.72330666 283.08778571 277.55114962 274.11410064 271.25154413],[67.74978296 65.30326833 65.24324694 64.99577746 61.45570745],[0.22987589 0.23068204 0.23506747 0.23711213 0.22656353]
2944,Les Misérables Cast — Les Misérables: The Motion Picture Soundtrack Deluxe,"['Nobody Knows (Take 1)' 'Brokedown Palace - 2001 Remaster'
 'When A Man Loves A Woman' 'Ghost Train' ""I've Found Someone""]",[241.37068468 228.93199227 227.10961086 224.17045276 216.63150161],[69.80842507 67.6967049  67.49718355 64.73736591 63.68904153],[0.28921667 0.29570662 0.29720091 0.28878635 0.29399714]
2945,Take It From Me,"['1916' 'My Darling, I Love You' '4 Minute Warning'
 'Quiet Nights of Quiet Stars (Corcovado)' ""I've Found Someone""]",[586.71229008 495.76906586 478.79026074 453.71978762 394.01889885],[65.83829095 67.3786464  61.70322897 70.28713295 63.68904153],[0.11221563 0.13590732 0.12887319 0.15491309 0.16163956]
2946,Listening to now,['Train Man' 'Mind' 'So Fine' 'Fire And The Thud' 'Ends of the Earth'],[197.26955047 189.07831577 184.00973756 181.92835779 178.56820956],[65.94833161 64.13878925 63.24782302 62.2005895  61.45570745],[0.33430568 0.33921811 0.34371998 0.34189606 0.34415817]
2947,70's Sounds Of the Sexual Revolution,"[""Gideon's Bible"" 'Tobacco Road' 'Harness Your Hopes - (B-side)'
 'Kayleigh - 2017 Remaster' 'Letter from America - Band Version']",[299.01533654 287.81051827 283.07437637 281.30360379 267.3708694 ],[66.89372704 65.30326833 67.12038708 66.2590511  65.43608245],[0.22371336 0.22689674 0.2371122  0.23554284 0.24473901]
